ID;x;y;C;N;E;S;W
1060;493287.7891;7661242.419;23;25;25;23;23
1061;493282.8507;7661291.854;23;23;23;23;24
1062;493277.1873;7661343.125;85;22;75;25;75
1063;493272.2227;7661391.896;23;30;25;23;22
1064;493267.45;7661444.241;22;25;75;75;75
1065;493262.4231;7661488.033;24;23;25;75;30
1066;493256.5135;7661546.43;22;22;21;22;23
1067;493252.9855;7661589.992;22;22;23;71;23
1068;493248.3272;7661640.755;12;23;23;23;71
1069;493243.806;7661689.056;25;25;22;30;85
1070;493239.6435;7661738.389;85;23;85;85;80
1071;493233.5347;7661790.57;89;89;89;89;89
1072;493230.5081;7661838.982;75;85;75;75;75
1073;493224.2596;7661887.546;31;75;31;85;75
1074;493219.1883;7661938.045;23;23;23;23;23
1075;493213.6389;7661987.52;23;23;23;30;23
1076;493209.2033;7662038.337;23;23;30;25;30
1077;493204.023;7662085.677;30;30;30;25;30
1078;493198.4273;7662134.614;22;22;30;23;30
1079;493193.6281;7662185.873;25;25;30;30;25
1080;493187.5306;7662235.441;22;25;25;24;24
1081;493432.8668;7660304.597;75;85;85;75;85
1082;493423.6504;7660355.15;25;30;25;24;31
1083;493420.6335;7660405.219;31;31;31;85;12
1084;493414.8338;7660451.676;22;30;25;22;30
1085;493410.8075;7660503.712;21;21;22;22;27
1086;493406.6573;7660552.87;12;25;25;75;25
1087;493403.1539;7660603.392;43;43;22;25;25
1088;493396.6083;7660651.496;22;25;22;22;23
1089;493392.3478;7660700.596;24;30;30;30;24
1090;493387.4824;7660752.354;80;80;83;80;80
1091;493381.4742;7660803.263;22;23;23;30;22
1092;493376.2415;7660851.687;23;23;23;30;24
1093;493372.6255;7660899.275;25;25;85;24;24
1094;493367.0004;7660950.343;24;23;23;23;23
1095;493362.655;7661001.482;25;25;24;23;25
1096;493356.0693;7661049.839;23;23;23;23;23
1097;493351.3792;7661097.468;22;22;23;23;23
1098;493345.7676;7661147.789;12;12;23;23;23
1099;493341.2563;7661199.053;23;23;23;23;22
1100;493336.8468;7661248.159;23;22;12;75;12
1101;493333.2603;7661299.214;25;75;25;75;75
1102;493327.2842;7661345.975;22;22;23;23;22
1103;493321.4393;7661393.582;82;22;23;81;22
1104;493317.3795;7661445.376;81;22;22;75;75
1105;493312.2619;7661496.406;75;12;30;41;75
1106;493307.9006;7661547.991;71;83;71;71;83
1107;493303.2491;7661598.367;22;85;85;23;22
1108;493296.8214;7661645.671;22;22;23;23;23
1109;493292.6036;7661697.112;22;30;22;23;22
1110;493287.8383;7661745.76;23;24;30;30;23
1111;493281.0868;7661799.531;30;75;24;30;75
1112;493277.4428;7661843.885;85;29;85;29;85
1113;493273.5853;7661892.528;25;25;25;31;31
1114;493264.5553;7661944.551;25;24;24;85;31
1115;493263.6375;7661992.825;22;80;23;24;23
1116;493257.2532;7662043.9;30;30;22;22;22
1117;493253.8309;7662092.202;25;30;30;23;23
1118;493248.2845;7662144.534;30;30;25;22;30
1119;493242.9795;7662191.174;22;25;22;22;25
1120;493240.0431;7662240.773;25;30;30;30;22
1121;493482.7136;7660307.609;27;22;22;27;27
1122;493473.8781;7660357.02;85;31;85;85;31
1123;493470.5259;7660406.483;22;30;22;27;30
1124;493467.6881;7660455.738;85;22;21;85;23
1125;493462.1733;7660505.741;27;22;22;27;30
1126;493455.1105;7660558.894;23;30;30;23;23
1127;493451.2428;7660605.57;85;22;23;25;30
1128;493443.9059;7660658.059;30;30;30;30;30
1129;493439.9476;7660704.88;42;42;41;42;85
1130;493435.9465;7660754.948;25;30;30;25;30
1131;493431.331;7660804.916;22;22;21;23;22
1132;493426.3634;7660854.229;24;43;25;12;24
1133;493422.3312;7660903.712;43;75;75;43;44
1134;493417.207;7660953.238;75;75;75;75;85
1135;493412.4893;7661002.936;80;31;83;80;22
1136;493406.5065;7661052.838;22;22;23;23;22
1137;493400.6703;7661102.637;23;23;22;23;23
1138;493397.8731;7661151.118;25;75;24;24;23
1139;493393.0597;7661201.831;25;25;22;75;30
1140;493385.7222;7661252.274;12;25;75;24;75
1141;493382.3696;7661302.477;23;23;22;22;22
1142;493377.8961;7661351.265;23;22;30;22;23
1143;493370.5559;7661403.498;22;23;22;22;22
1144;493367.4422;7661450.719;75;22;75;30;12
1145;493363.0732;7661498.781;22;23;23;22;22
1146;493358.738;7661551.825;23;31;23;23;23
1147;493354.6808;7661601.699;85;83;24;23;83
1148;493349.7961;7661649.351;23;23;23;23;23
1149;493342.7744;7661699.971;22;22;22;23;23
1150;493339.6317;7661748.934;24;12;29;22;30
1151;493333.0965;7661799.527;12;12;24;23;23
1152;493327.5271;7661849.514;85;85;85;22;85
1153;493324.0372;7661897.118;30;12;71;71;25
1154;493319.7377;7661946.07;23;23;24;24;24
1155;493314.594;7661996.122;24;24;24;24;23
1156;493308.6134;7662045.459;30;12;30;30;30
1157;493303.9745;7662096.88;22;22;22;22;30
1158;493298.66;7662145.795;24;24;24;30;24
1159;493295.0253;7662195.316;22;30;30;30;22
1160;493288.9372;7662245.348;22;30;30;24;30
1161;493532.6377;7660316.54;85;85;85;85;87
1162;493527.4977;7660368.366;21;21;21;21;27
1163;493522.4238;7660415.908;22;22;22;22;23
1164;493517.1793;7660464.703;31;85;27;85;85
1165;493511.3882;7660514.788;75;85;22;75;22
1166;493506.5902;7660565.434;22;25;23;22;22
1167;493500.7051;7660614.162;22;30;30;30;27
1168;493497.586;7660662.297;25;25;25;25;41
1169;493493.3646;7660713.791;25;23;30;23;30
1170;493486.9139;7660762.65;41;41;41;41;41
1171;493483.9098;7660811.487;23;22;22;22;23
1172;493480.0882;7660862.637;23;22;22;22;21
1173;493472.6458;7660910.787;22;22;22;23;22
1174;493466.0967;7660958.598;23;30;22;23;23
1175;493464.011;7661011.935;22;22;22;23;22
1176;493457.2491;7661061.788;23;24;22;23;22
1177;493452.3053;7661111.281;75;75;75;75;30
1178;493450.2358;7661162.553;30;23;30;30;25
1179;493443.9292;7661211.291;25;12;25;23;23
1180;493436.9476;7661260.754;22;22;23;23;23
1181;493432.8285;7661309.566;75;22;75;23;75
1182;493429.8371;7661358.359;22;30;22;22;22
1183;493424.7928;7661410.076;80;80;30;25;23
1184;493418.6916;7661460.776;22;30;22;22;23
1185;493414.4639;7661509.471;31;22;30;23;31
1186;493409.0788;7661558.893;87;85;85;80;89
1187;493403.303;7661610.233;12;12;12;31;30
1188;493400.1425;7661659.333;31;31;31;31;85
1189;493395.9518;7661709.04;22;30;23;22;30
1190;493390.1484;7661759.964;23;23;25;30;24
1191;493385.7415;7661808.316;12;23;24;30;24
1192;493380.574;7661858.514;22;22;22;31;23
1193;493377.1941;7661906.431;22;75;30;85;30
1194;493370.6842;7661955.936;85;12;12;75;30
1195;493367.3431;7662006.589;31;85;85;30;24
1196;493361.9083;7662056.014;24;24;24;23;30
1197;493357.1534;7662107.706;30;30;30;24;30
1198;493351.6378;7662157.103;25;25;22;30;22
1199;493347.8263;7662204.811;22;30;30;30;22
1200;493340.5778;7662252.533;22;22;30;23;23
